PK-PVT-22000170,,NULL,NULL,Tuesday,On_Call,170
PK-PVT-22000171,,NULL,NULL,Wednesday,On_Call,171
PK-PVT-22000172,,NULL,NULL,Thursday,On_Call,172
PK-PVT-22000173,,NULL,NULL,Friday,On_Call,173
PK-PVT-22000174,,NULL,NULL,Saturday,On_Call,174
PK-PVT-22000175,,NULL,NULL,Sunday,On_Call,175
PK-PVT-22000176,,NULL,NULL,On_Call,On_Call,176
PK-PVT-22000177,,NULL,NULL,Monday,On_Call,177
PK-PVT-22000178,,NULL,NULL,Tuesday,On_Call,178
PK-PVT-22000179,,NULL,NULL,Wednesday,On_Call,179
PK-PVT-22000180,,NULL,NULL,Thursday,On_Call,180
PK-PVT-22000181,,NULL,NULL,Friday,On_Call,181
PK-PVT-22000182,,11:00:00,13:00:00,Monday,NULL,182
PK-PVT-22000183,,11:00:00,13:00:00,Tuesday,NULL,183
PK-PVT-22000184,,11:00:00,13:00:00,Wednesday,NULL,184
PK-PVT-22000185,,11:00:00,13:00:00,Thursday,NULL,185
PK-PVT-22000186,,11:00:00,13:00:00,Friday,NULL,186
PK-PVT-22000187,,11:00:00,13:00:00,Saturday,NULL,187
PK-PVT-22000188,,16:00:00,18:00:00,Wednesday,NULL,188
PK-PVT-22000189,,16:00:00,18:00:00,Thursday,NULL,189
PK-PVT-22000190,,16:00:00,18:00:00,Saturday,NULL,190
PK-PVT-22000191,,16:30:00,18:30:00,Tuesday,NULL,191
PK-PVT-22000192,,16:30:00,18:30:00,Thursday,NULL,192
PK-PVT-22000193,,16:30:00,18:30:00,Saturday,NULL,193
PK-PVT-22000194,,17:00:00,18:00:00,Monday,NULL,194
PK-PVT-22000195,,17:00:00,18:00:00,Tuesday,NULL,195
PK-PVT-22000196,,17:00:00,18:00:00,Thursday,NULL,196
PK-PVT-22000197,,18:00:00,19:30:00,Monday,NULL,197
PK-PVT-22000198,,18:00:00,19:30:00,Tuesday,NULL,198
PK-PVT-22000199,,18:00:00,19:30:00,Wednesday,NULL,199
PK-PVT-22000200,,18:00:00,19:30:00,Thursday,NULL,200
PK-PVT-22000201,,18:00:00,19:30:00,Friday,NULL,201
PK-PVT-22000202,,18:00:00,19:30:00,Saturday,NULL,202
